Food,Food_long,Food_group,DQQ_food_group,DQQ_question,USDA_FDC_ID,Country,Energy_kcal,Carbohydrates_g,Fiber_g,Protein_g,Monounsaturated_FAs_g,Polyunsaturated_FAs_g,Unsaturated_FAs_g,Saturated_FAs_g,VitA_RAE_mcg,VitC_mg,VitD_mcg,VitE_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_DFE_mcg,VitB12_mcg,Choline_mg,Iron_mg,Zinc_mg,Calcium_mg,Potassium_mg,Magnesium_mg,Sodium_mg,Phytate_mg,DHA_g,EPA_g,DPA_g,ALA_g,DIAAS,Iron_Abs,Zinc_Abs,Liquids,Unsweetened_dairy,Dried_consumed_rehydrated,Energy_kcal_fresh,UPF,Fortified_4Vitamins,Fortified_2Minerals,Comments
Pork,"Pork, average of various cuts, deegrees of fat, and cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Nigeria,286,0,0,25.92,8.52,2.34,10.86,7.05,3.2,0.22,1.38,0.26,0.51,0.34,5.79,0.38,2.4,0.77,88.98,1.21,3.21,30.8,335.8,20.6,76,0,0,0,0.01,0.11,1.26,0.15,0.44,No,No,No,,No,No,No,
Pork,"Pork, average of various cuts, deegrees of fat, and cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Kenya,288,0,0,26.13,8.78,2.46,11.23,7.12,2.67,0.18,1.23,0.29,0.49,0.36,6.26,0.41,2.67,0.8,88.42,1.2,3.1,29,337.33,20.83,78.17,0,0,0,0.01,0.12,1.26,0.15,0.44,No,No,No,,No,No,No,
Pork feet,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,168290,Nigeria,238,0,0,21.94,8.01,1.54,9.55,4.34,0,0,0,0.09,0.02,0.06,0.59,0.04,2,0.41,75.4,0.98,1.05,0,33,5,73,0,0,0,0,0.06,1.26,0.15,0.44,No,No,No,,No,No,No,Used eaa values for composite pork
Potato,"Potato, cooked, average of skin eaten and not eaten and of boiled, baked, fried, and roasted",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Indonesia,107,20.7,1.86,2.17,0.75,0.8,1.55,0.28,0.43,11,0,0.34,0.08,0.03,1.38,0.3,18.29,0,14.19,0.7,0.32,9.86,451.57,25.57,92.43,47.61,0,0,0,0.04,1.25,0.1,0.44,No,No,No,,No,No,No,
Potato,"Potato, cooked, average of skin eaten and not eaten and of boiled, baked, fried, and roasted",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Bangladesh,107,20.7,1.86,2.17,0.75,0.8,1.55,0.28,0.43,11,0,0.34,0.08,0.03,1.38,0.3,18.29,0,14.19,0.7,0.32,9.86,451.57,25.57,92.43,47.61,0,0,0,0.04,1.25,0.1,0.44,No,No,No,,No,No,No,
Potato,"Potato, cooked, average of skin eaten and not eaten and of boiled, baked, fried, and roasted",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Nigeria,107,20.7,1.86,2.17,0.75,0.8,1.55,0.28,0.43,11,0,0.34,0.08,0.03,1.38,0.3,18.29,0,14.19,0.7,0.32,9.86,451.57,25.57,92.43,47.61,0,0,0,0.04,1.25,0.1,0.44,No,No,No,,No,No,No,
Potato,"Potato, cooked, average of skin eaten and not eaten and of boiled, baked, fried, and roasted",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Kenya,107,20.7,1.86,2.17,0.75,0.8,1.55,0.28,0.43,11,0,0.34,0.08,0.03,1.38,0.3,18.29,0,14.19,0.7,0.32,9.86,451.57,25.57,92.43,47.61,0,0,0,0.04,1,0.1,0.44,No,No,No,,No,No,No,
Pumpkin,"Pumpkin, average of raw and cooked (boiled)",Vegetables,Vitamin A-rich orange vegetables,Q5,N/A,Indonesia,23,5.7,0.8,0.86,0.01,0,0.02,0.04,357,6.85,0,0.93,0.04,0.09,0.51,0.05,12.5,0,7.2,0.69,0.28,18,285,10.5,1,19.72,0,0,0,0,0.8,0.1,0.44,No,No,No,,No,No,No,
Pumpkin,"Pumpkin, average of raw and cooked (boiled)",Vegetables,Vitamin A-rich orange vegetables,Q5,N/A,Bangladesh,23,5.7,0.8,0.86,0.01,0,0.02,0.04,357,6.85,0,0.93,0.04,0.09,0.51,0.05,12.5,0,7.2,0.69,0.28,18,285,10.5,1,19.72,0,0,0,0,0.8,0.1,0.44,No,No,No,,No,No,No,
Pumpkin,"Pumpkin, average of raw and cooked (boiled)",Vegetables,Vitamin A-rich orange vegetables,Q5,N/A,Kenya,23,5.7,0.8,0.86,0.01,0,0.02,0.04,357,6.85,0,0.93,0.04,0.09,0.51,0.05,12.5,0,7.2,0.69,0.28,18,285,10.5,1,19.72,0,0,0,0.03,0.8,0.1,0.44,No,No,No,,No,No,No,"Phytate: Pumpkin, orange, round, raw as proxy"
Pumpkin leaves,"Pumpkin leaves, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.2,N/A,Indonesia,20,2.86,2.7,2.94,0.04,0.02,0.06,0.16,88.5,6,0,0.96,0.08,0.13,0.89,0.2,30.5,0,21,2.71,0.2,41,437,38,9.5,36.14,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Pumpkin leaves,"Pumpkin leaves, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Nigeria,20,2.86,2.7,2.94,0.04,0.02,0.06,0.16,88.5,6,0,0.96,0.08,0.13,0.89,0.2,30.5,0,21,2.71,0.2,41,437,38,9.5,36.14,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Pumpkin leaves,"Pumpkin leaves, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.2,N/A,Kenya,20,2.86,2.7,2.94,0.04,0.02,0.06,0.16,88.5,6,0,0.96,0.08,0.13,0.89,0.2,30.5,0,21,2.71,0.2,41,437,38,9.5,36.14,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Pumpkin seeds (roasted and salted),"Seeds, pumpkin and squash seeds, whole, roasted, with salt added","Pulses, nuts, and seeds",Nuts and seeds,Q21,168601,Kenya,446,53.75,18.4,18.55,6.03,8.84,14.88,3.67,3,0.3,0,4.62,0.03,0.05,0.29,0.04,9,0,39.1,3.31,10.3,55,919,262,2541,56.1,0,0,0,0.11,0.9,0.1,0.35,No,No,No,,No,No,No,"Phytate: Pumpkin, seeds, dehulled, defatted, roasted"
Quail,"Quail, cooked, total edible",Animal-source foods,Poultry,Q19,169902,Bangladesh,227,0,0,25.1,4.89,3.49,8.38,3.96,70,2.3,0.2,0.7,0.22,0.3,7.92,0.62,6,0.36,65.9,4.43,3.1,15,216,22,52,0,0,0.01,0.04,0.03,1.08,0.15,0.44,No,No,No,,No,No,No,No other cooking methods available
Quail,"Quail, cooked, total edible",Animal-source foods,Poultry,Q19,169902,Kenya,227,0,0,25.1,4.89,3.49,8.38,3.96,70,2.3,0.2,0.7,0.22,0.3,7.92,0.62,6,0.36,65.9,4.43,3.1,15,216,22,52,0,0,0.01,0.04,0.03,1.08,0.15,0.44,No,No,No,,No,No,No,
Rabbit,"Rabbit, average of domesticated and wild and of different cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Indonesia,192,0,0,30.82,1.8,1.29,3.09,1.99,0,0,0,0.43,0.06,0.15,7.33,0.38,9.33,7.11,125.55,3.16,2.34,19,342,24,43,0,0,0,0,0.12,1.04,0.15,0.44,No,No,No,,No,No,No,
Rabbit,"Rabbit, average of domesticated and wild and of different cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Kenya,192,0,0,30.82,1.8,1.29,3.09,1.99,0,0,0,0.43,0.06,0.15,7.33,0.38,9.33,7.11,125.55,3.16,2.34,19,342,24,43,0,0,0,0,0.12,1.04,0.15,0.44,No,No,No,,No,No,No,
Radish,"Radish, average of oriental and icicle white radish, and of raw and cooked (boiled)",Vegetables,Other vegetables,Q7.2,N/A,Indonesia,16,3.39,1.53,0.79,0.02,0.07,0.09,0.04,0,22.03,0,0,0.02,0.02,0.22,0.05,19.67,0,7.05,0.45,0.14,23.67,264,11.33,16.67,1.75,0,0,0,0,0.8,0.1,0.44,No,No,No,,No,No,No,
Radish,"Radish, average of oriental and icicle white radish, and of raw and cooked (boiled)",Vegetables,Other vegetables,Q7.3,N/A,Bangladesh,16,3.39,1.53,0.79,0.02,0.07,0.09,0.04,0,22.03,0,0,0.02,0.02,0.22,0.05,19.67,0,7.05,0.45,0.14,23.67,264,11.33,16.67,1.75,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Raw peanuts,"Peanuts, average of raw, dry-roasted and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,172430,Nigeria,567,16.13,8.5,25.8,24.43,15.56,39.98,6.28,0,0,0,8.33,0.64,0.14,12.07,0.35,240,0,52.5,4.58,3.27,92,705,168,18,987,0,0,0,0.08,0.43,0.1,0.26,No,No,No,,No,No,No,
Red amaranth leaves,"Red amaranth leaves (lal shak), average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Bangladesh,35,0.55,4.6,4.9,0.03,0.13,0.16,0.06,817.5,30.9,0,2.06,0.03,0.12,1.4,0.17,67.5,0,19.5,5.65,0.91,271.5,207.5,155,56,10,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Red beans,"Red beans, average of cooked adzuki and kidney beans, and of sprouted and not","Pulses, nuts, and seeds",Legumes,Q4,N/A,Indonesia,96,17.43,7.35,7.01,0.03,0.2,0.24,0.06,0,12.27,0,0.03,0.21,0.13,1.44,0.1,99.33,0,30.5,1.94,1.09,25,376.33,40,5.67,219,0,0,0,0.36,0.76,0.1,0.26,No,No,No,,No,No,No,
Red pepper,"Peppers, sweet, red, average of raw and cooked (boiled and sauted)",Vegetables,Vitamin A-rich orange vegetables,Q5,N/A,Indonesia,62,6.43,1.7,0.98,0.77,1.99,2.76,0.55,147.33,153.83,0,2.11,0.06,0.07,0.8,0.3,21.33,0,5.83,0.45,0.17,7.67,190,11.33,9,17.68,0,0,0,0,0.8,0.1,0.44,No,No,No,,No,No,No,
Refined wheat pasta,"Pasta (white), cooked, unenriched, without added salt",Starchy staples,Refined grains,Q1,168928,Indonesia,158,30.86,1.8,5.8,0.13,0.33,0.46,0.18,0,0,0,0.06,0.02,0.02,0.4,0.05,7,0,6.4,0.5,0.51,7,44,18,1,164.74,0,0,0,0.02,0.56,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked wheat-based noodles, as value for cooked pasta was unavailable"
Refined wheat pasta,"Pasta (refined), cooked, unenriched, without added salt",Starchy staples,Refined grains,Q1,168928,Nigeria,158,30.86,1.8,5.8,0.13,0.33,0.46,0.18,0,0,0,0.06,0.02,0.02,0.4,0.05,7,0,6.4,0.5,0.51,7,44,18,1,164.74,0,0,0,0.02,0.56,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked wheat-based noodles, as value for cooked pasta was unavailable"
Refined wheat pasta,"Pasta (white), cooked, unenriched, without added salt",Starchy staples,Refined grains,Q1,168928,Kenya,158,30.86,1.8,5.8,0.13,0.33,0.46,0.18,0,0,0,0.06,0.02,0.02,0.4,0.05,7,0,6.4,0.5,0.51,7,44,18,1,164.74,0,0,0,0.03,0.56,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked wheat-based noodles, as value for cooked pasta was unavailable"
Roasted peanuts,"Peanuts, average of dry- and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Nigeria,593,18.26,8.9,26.19,26.08,12.53,38.61,8.2,0,0.4,0,5.92,0.12,0.14,14.09,0.46,108.5,0,59.8,1.55,3.03,59.5,680,177,6,2008,0,0,0,0.03,0.43,0.1,0.26,No,No,No,,No,No,No,
Rose apple,"Rose-apples, raw (jamrul)",Fruits,Other fruits,Q10.3,168171,Indonesia,25,5.7,2.1,0.6,0.02,0.11,0.13,0.01,17,22.3,0,0.09,0.02,0.03,0.8,0.06,15,0,6.55,0.07,0.06,29,123,5,0,0.51,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,Phytate value for rose-apple missing; used phytate value for apple as a proxy
Rose apple,"Rose-apples, raw (jamrul)",Fruits,Other fruits,Q10.2,168171,Bangladesh,25,5.7,1.9,0.6,0.08,0.16,0.23,0.06,17,22.3,0,0.11,0.02,0.03,0.8,0.06,13,0,7.35,0.07,0.06,29,123,5,0,0.51,0,0,0,0.2,0.7,0.1,0.44,No,No,No,,No,No,No,Phytate value for rose-apple missing; used phytate value for apple as a proxy
Sardines,"Sardine, fillet, average of various cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Nigeria,141,0,0,26.25,1.09,0.82,1.91,1.62,15.5,0,4.2,0.51,0.02,0.19,13.5,1.4,22.5,9.5,75,1.9,2.04,66,243.5,51,60.5,0,0.51,0.47,0,0,1,0.15,0.44,No,No,No,,No,No,No,"Used choline, DHA, EPA, DPA, and eaa values for canned sardines"
Seafood,"Seafood, average of various species consumed in East Africa and different cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Kenya,150,6.53,0.11,18.94,2.07,2.4,4.46,1.11,46.56,2.54,0.05,1.9,0.07,0.12,2.94,0.21,20.67,9.16,77.1,3.39,9.01,64.44,257.33,40.56,301.67,0,0.17,0.27,0.02,0,1,0.15,0.44,No,No,No,,No,No,No,
Sesame seeds,"Sesame seeds, average of raw and toasted and of whole and decorticated, without salt","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Kenya,570,24.75,14.35,17.35,18.44,21.41,39.85,6.84,1.5,0,0,0.25,1,0.36,4.98,0.47,96.5,0,25.6,11.17,8.99,553,437,348.5,25,897.67,0,0,0,0.22,0.79,0.1,0.26,No,No,No,,No,No,No,"Phytate: Average of back, brown, and white sesame seeds, raw; DIAAS: average of pumpkin & sunflower seeds"
Pork shoulder blade steak,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, average of various cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Nigeria,263,0,0,25.33,7.7,1.77,9.47,6.27,2.5,0.15,1.4,0.21,0.6,0.38,3.97,0.36,2,1,95.1,1.58,4.68,31,315.5,22,63.5,0,0,0,0,0.08,1.26,0.15,0.44,No,No,No,,No,No,No,
Beef sirloin steak,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, average of various cooking methods",Animal-source foods,Unprocessed red meat (ruminant),Q17,N/A,Nigeria,278,0,0,27.87,7.4,1.13,8.52,6.89,1,0,0.25,0.49,0.1,0.21,5.5,0.5,8.5,2.47,106.15,2.58,5.21,16,371,25,63.5,0,0,0,0.02,0.01,1.12,0.2,0.44,No,No,No,,No,No,No,Used ALA value for composite beef
Snail,"Snail, cooked",Animal-source foods,Fish and seafood,Q20,07_084 (from WA FCT),Nigeria,138,8.3,0,25.2,0.06,0.19,0.25,0.08,47,21,0,8.6,0.03,0.02,2.3,0.04,12,1.4,67.07,2.9,2.86,105,25,102,55,0,0.3,0.17,0.07,0.01,1,0.15,0.44,No,No,No,,No,No,No,"Snail not included in the DQQ, considered as a mollusk and assigned to Q20"
Snake fruit,Snake fruit,Fruits,Other fruits,Q10.2,IDE092 (from ID FCT),Indonesia,87,20.9,0.4,0.4,0.05,0.07,0.12,0.03,4,2,0,0.15,0.04,0.2,2.4,1,3,0,4.25,4.2,0,28,219.67,14,1.33,2.67,0,0,0,0.2,0.7,0.1,0.44,No,No,No,,No,No,No,Phytate value for snake fruit missing
Sorghum,"Sorghum, whole grains, boiled (without salt), drained",Starchy staples,Whole grains,Q2,01_042 (from WA FCT),Nigeria,144,25.5,4.9,4.8,0.48,0.36,0.84,0.2,0,0,0,0.29,0.07,0.05,1.9,0.05,19,0,20.8,2.8,0.75,11,102,81,3,272,0,0,0,0.01,0.42,0.1,0.26,No,No,No,,No,No,No,
Sorghum porridge,"Sorghum porridge (soft, Uji), , average of multiple sources",Starchy staples,Whole grains,Q2,N/A,Kenya,72,14,0.6,1.8,0.16,0.02,0.18,0.35,7,0,0.01,0.03,0.02,0.02,0.1,0,0,0,0,0.88,0.33,29,42,4,18,237,0,0,0,0,0.29,0.1,0.26,No,No,No,,No,No,No,"ALA from 01_173 WA FCT (Sorghum porrdige w/sugar, potash, water)"
Sorghum ugali,"Sorghum porridge (stiff), average of multiple sources",Starchy staples,Whole grains,Q2,N/A,Kenya,136,27.7,1.8,7.13,0,0,0,0,0,0,0,0,0.04,0.03,0.2,0,0,0,0,2.23,0.82,7,0,1,19,237,0,0,0,0.01,0.29,0.1,0.26,No,No,No,,No,No,No,
Soybeans,"Soybeans, mature seeds, cooked, average of boiled and roasted","Pulses, nuts, and seeds",Legumes,Q4,N/A,Nigeria,321,19.29,11.85,28.38,3.8,9.7,13.5,2.49,0,1.95,0,0.35,0.13,0.22,0.9,0.22,132.5,0,47.5,4.52,2.15,120,992.5,115.5,2.5,248,0,0,0,0.17,1.02,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for cooked soy flour as a proxy, as value for cooked soy beans was unavailable"
Spider plant leaves,"Spider plant leaves, boiled, without salt",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Kenya,40,1.95,3.8,4.4,0.09,0.24,0.33,0.14,178,27.5,0,1.42,0.07,0.08,0.85,0.29,173,0,16.3,1.85,0.57,163.5,290.5,32,13.5,40.1,0,0,0,0.11,0.8,0.1,0.44,No,No,No,,No,No,No,Phytate: Used average for DGLV available in East Africa
Spinach,"Spinach, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Indonesia,23,3.69,2.3,2.92,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,12.01,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Spinach,"Spinach, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Bangladesh,23,3.69,2.3,2.92,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,12.01,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Spinach,"Spinach, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Nigeria,23,3.69,2.3,2.92,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,12.01,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Spinach,"Spinach, average of raw and cooked (boiled)",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Kenya,23,3.69,2.3,2.92,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,12.01,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Starfruit,"Carambola, raw (starfruit)",Fruits,Other fruits,Q10.3,171715,Indonesia,31,6.73,2.8,1.04,0.03,0.18,0.21,0.02,3,34.4,0,0.15,0.01,0.02,0.37,0.02,12,0,7.6,0.08,0.12,3,133,10,2,3.8,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Starfruit,"Carambola, raw (starfruit)",Fruits,Other fruits,Q10.2,171715,Bangladesh,31,6.73,2.8,1.04,0.03,0.18,0.21,0.02,3,34.4,0,0.15,0.01,0.02,0.37,0.02,12,0,7.6,0.08,0.12,3,133,10,2,3.8,0,0,0,0.2,0.7,0.1,0.44,No,No,No,,No,No,No,
Sunflower seeds,"Sunflower seeds, average of raw, dry-roasted and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Indonesia,586,22.32,10.1,20.06,12.03,30.11,42.14,5.58,1,1.3,0,32.53,0.64,0.29,6.5,0.98,232.67,0,55.1,4.44,5.17,78.33,659.33,193.67,5,423,0,0,0,0.08,0.67,0.1,0.26,No,No,No,,No,No,No,
Orange fleshed sweet potato,"Sweet potato, cooked, average of boiled, baked and fried",Vegetables,Vitamin A-rich orange vegetables,Q5,N/A,Kenya,110,19.06,2.93,0.98,1.22,1.29,2.51,0.46,872.67,16.73,0,1.25,0.09,0.08,1.12,0.24,5.67,0,11.93,0.68,0.27,33.33,378.33,23,78.67,9.5,0,0,0,0.02,1,0.1,0.44,No,No,No,,No,No,No,
White fleshed sweet potato,"Sweet potato (white flesh), average of multiple varieties, boiled (without salt) ",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Indonesia,120.04,19.24,3.63,1.8,1.84,1.96,3.79,0.69,4.43,14.25,0,0.23,0.05,0.03,0.53,0.07,11.25,0,11.08,0.83,0.19,22,245,8.97,55.75,26.33,0,0,0,0.02,1,0.1,0.44,No,No,No,,No,No,No,
White fleshed sweet potato,"Sweet potato (white flesh), average of multiple varieties, boiled (without salt) ",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Bangladesh,120.04,19.24,3.63,1.8,1.84,1.96,3.79,0.69,4.43,14.25,0,0.23,0.05,0.03,0.53,0.07,11.25,0,11.08,0.83,0.19,22,245,8.97,55.75,26.33,0,0,0,0.02,1,0.1,0.44,No,No,No,,No,No,No,
White fleshed sweet potato,"Sweet potato (white flesh), average of multiple varieties, boiled (without salt) ",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Nigeria,120.04,19.24,3.63,1.8,1.84,1.96,3.79,0.69,4.43,14.25,0,0.23,0.05,0.03,0.53,0.07,11.25,0,11.08,0.83,0.19,22,245,8.97,55.75,26.33,0,0,0,0.02,1,0.1,0.44,No,No,No,,No,No,No,
White fleshed sweet potato,"Sweet potato (white flesh), average of multiple varieties, boiled (without salt) ",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Kenya,120.04,19.24,3.63,1.8,1.84,1.96,3.79,0.69,4.43,14.25,0,0.23,0.05,0.03,0.53,0.07,11.25,0,11.08,0.83,0.19,22,245,8.97,55.75,26.33,0,0,0,0.02,1,0.1,0.44,No,No,No,,No,No,No,
Sweet potato leaves,"Sweet potato leaves, average of raw and cooked (steamed)",Vegetables,Dark green leafy vegetables,Q6.2,N/A,Indonesia,39,8.1,3.6,2.34,0.02,0.18,0.2,0.09,168,6.25,0,0.96,0.13,0.31,1.07,0.18,25,0,21,0.8,0.26,55.5,410,59,6.5,280,0,0,0,0.07,0.8,0.1,0.26,No,No,No,,No,No,No,
Tamarillo ,"Tamarillo, average of multiple varieties",Fruits,Vitamin A-rich fruits,Q8,N/A,Kenya,56,6.14,3.72,1.77,0.1,0.1,0.2,0.05,94.02,29.94,0,1.9,0.08,0.04,0.69,0.26,18,0,6.6,0.61,0.21,18.2,291.32,20.84,10.45,29.38,0,0,0,0.02,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for tamarillo missing, used average value for vitA-rich fruits available in East Africa"
Tangerine,"Tangerines, (mandarin oranges), raw",Fruits,Citrus,Q9,169105,Indonesia,53,13.3,1.8,0.81,0.06,0.07,0.13,0.04,34,26.7,0,0.2,0.06,0.04,0.38,0.08,16,0,10.2,0.15,0.07,37,166,12,2,10,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for mandarin missing, used orange as a proxy"
Tangerine,"Tangerines, (mandarin oranges), raw",Fruits,Citrus,Q9,169105,Nigeria,53,13.3,1.8,0.81,0.06,0.07,0.13,0.04,34,26.7,0,0.2,0.06,0.04,0.38,0.08,16,0,10.2,0.15,0.07,37,166,12,2,10,0,0,0,0.12,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for mandarin missing, used orange as a proxy"
Tangerine,"Tangerines, (mandarin oranges), raw",Fruits,Citrus,Q9,169105,Kenya,53,13.3,1.8,0.81,0.06,0.07,0.13,0.04,34,26.7,0,0.2,0.06,0.04,0.38,0.08,16,0,10.2,0.15,0.07,37,166,12,2,10,0,0,0,0.02,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for mandarin missing, used orange as a proxy"
Taro,"Taro, cooked, without salt",Starchy staples,"White roots, tubers, and plantains",Q3,168486,Indonesia,142,34.6,5.1,0.52,0.01,0.05,0.06,0.02,4,5,0,2.93,0.11,0.03,0.51,0.33,19,0,21.3,0.72,0.27,18,484,30,15,18,0,0,0,0.04,0.71,0.1,0.44,No,No,No,,No,No,No,
Taro,"Taro, cooked, without salt",Starchy staples,"White roots, tubers, and plantains",Q3,168486,Nigeria,142,34.6,5.1,0.52,0.01,0.05,0.06,0.02,4,5,0,2.93,0.11,0.03,0.51,0.33,19,0,21.3,0.72,0.27,18,484,30,15,18,0,0,0,0.04,0.71,0.1,0.44,No,No,No,,No,No,No,
Taro shoots,"Taro shoots, cooked, without salt",Vegetables,Other vegetables,Q7.3,169309,Bangladesh,14,3.2,1.81,0.73,0.01,0.03,0.04,0.02,3,18.9,0,0.25,0.04,0.05,0.81,0.11,3,0,9.9,0.41,0.54,14,344,8,2,26.49,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,Used phytate for raw taro shoots as phytate value for cooked was missing
Tempeh,"Tempeh, average of raw and cooked","Pulses, nuts, and seeds",Legumes,Q4,N/A,Indonesia,194,7.63,3.85,20.1,3.48,3.47,6.94,2.97,0,0,0,0.2,0.07,0.36,2.39,0.21,22.5,0.11,38.75,2.42,1.36,103.5,406.5,79,11.5,431,0,0,0,0.36,0.97,0.1,0.26,No,No,No,,No,No,No,
Thorn melon,Horned melon (Kiwano),Fruits,Other fruits,Q10.1,167791,Kenya,44,7.56,2.78,1.78,0.48,0.17,0.65,0.16,7,5.3,0,0.41,0.03,0.02,0.57,0.06,3,0,6.84,1.13,0.48,13,123,40,2,19.29,0,0,0,0.05,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for thorn melon missing, used average value for ""other fruits"" available in East Africa"
Tilapia,"Tilapia, average of various cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Nigeria,158,2.35,0.1,23.82,2.07,1.82,3.89,1.42,6.6,0,3.58,1.08,0.08,0.08,4.69,0.17,28.2,1.67,50.28,0.83,0.41,15,355,32.2,231.2,0,0.1,0.01,0.05,0.05,1,0.15,0.44,No,No,No,,No,No,No,
Tofu,"Tofu, average of firm and soft and of raw and fried","Pulses, nuts, and seeds",Legumes,Q4,N/A,Indonesia,136,4.3,1.67,11.68,2.13,5.04,7.17,1.41,0.33,0.13,0,0.02,0.09,0.05,0.25,0.07,30,0,53.93,2.53,1.15,228,138,41.33,12,387.67,0,0,0,0.36,0.97,0.1,0.26,No,No,No,,No,No,No,
Tomatoes,"Tomatoes, average of red, yellow and green, and of raw and cooked",Vegetables,Other vegetables,Q7.1,N/A,Indonesia,19,4,0.93,1,0.03,0.08,0.11,0.03,24.5,17.23,0,0.49,0.04,0.03,0.7,0.07,16.75,0,7.4,0.49,0.17,11.25,229.25,10.5,13,1.74,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Tomatoes,"Tomatoes, average of red, yellow and green, and of raw and cooked",Vegetables,Other vegetables,Q7.1,N/A,Bangladesh,19,4,0.93,1,0.03,0.08,0.11,0.03,24.5,17.23,0,0.49,0.04,0.03,0.7,0.07,16.75,0,7.4,0.49,0.17,11.25,229.25,10.5,13,1.74,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Tomatoes,"Tomatoes, average of red, yellow and green, and of raw and cooked",Vegetables,Other vegetables,Q7.1,N/A,Kenya,19,4,0.93,1,0.03,0.08,0.11,0.03,24.5,17.23,0,0.49,0.04,0.03,0.7,0.07,16.75,0,7.4,0.49,0.17,11.25,229.25,10.5,13,1.74,0,0,0,0.03,0.8,0.1,0.44,No,No,No,,No,No,No,
